"Time Period","Observation Value","Disaggregation classification","Reference Area Code (M49)","Time Detail","Nature of Data","Unit of Measurement","Reporting Type","Source","Reference Area Type","Reference Area Name"
1988,9.16191947767849,"Uncertainty bounds: lower bound",21,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.1-Regional (SDG)","Northern America (M49)"
1988,10.6763365488186,"Uncertainty bounds: mid-point",21,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.1-Regional (SDG)","Northern America (M49)"
1988,12.4713995396803,"Uncertainty bounds: upper bound",21,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.1-Regional (SDG)","Northern America (M49)"
1989,9.25052931277019,"Uncertainty bounds: lower bound",21,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.1-Regional (SDG)","Northern America (M49)"
1989,10.6295372389311,"Uncertainty bounds: mid-point",21,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.1-Regional (SDG)","Northern America (M49)"
1989,12.2658118804102,"Uncertainty bounds: upper bound",21,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.1-Regional (SDG)","Northern America (M49)"
1990,9.28990261978766,"Uncertainty bounds: lower bound",21,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.1-Regional (SDG)","Northern America (M49)"
1990,10.5273123617189,"Uncertainty bounds: mid-point",21,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.1-Regional (SDG)","Northern America (M49)"
1990,11.9398968978705,"Uncertainty bounds: upper bound",21,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.1-Regional (SDG)","Northern America (M49)"
1991,9.56661426153219,"Uncertainty bounds: lower bound",21,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.1-Regional (SDG)","Northern America (M49)"
1991,10.6934391052805,"Uncertainty bounds: mid-point",21,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.1-Regional (SDG)","Northern America (M49)"
1991,11.9743478461629,"Uncertainty bounds: upper bound",21,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.1-Regional (SDG)","Northern America (M49)"
1992,9.63472108381471,"Uncertainty bounds: lower bound",21,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.1-Regional (SDG)","Northern America (M49)"
1992,10.6594655806591,"Uncertainty bounds: mid-point",21,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.1-Regional (SDG)","Northern America (M49)"
1992,11.7768291730403,"Uncertainty bounds: upper bound",21,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.1-Regional (SDG)","Northern America (M49)"
1993,10.0796522902709,"Uncertainty bounds: lower bound",21,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.1-Regional (SDG)","Northern America (M49)"
1993,11.0214827736023,"Uncertainty bounds: mid-point",21,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.1-Regional (SDG)","Northern America (M49)"
1993,12.0417773989654,"Uncertainty bounds: upper bound",21,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.1-Regional (SDG)","Northern America (M49)"
1994,10.3640342903963,"Uncertainty bounds: lower bound",21,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.1-Regional (SDG)","Northern America (M49)"
1994,11.2137957240303,"Uncertainty bounds: mid-point",21,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.1-Regional (SDG)","Northern America (M49)"
1994,12.1265310527189,"Uncertainty bounds: upper bound",21,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.1-Regional (SDG)","Northern America (M49)"
1995,10.6461881644891,"Uncertainty bounds: lower bound",21,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.1-Regional (SDG)","Northern America (M49)"
1995,11.400568389089,"Uncertainty bounds: mid-point",21,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.1-Regional (SDG)","Northern America (M49)"
1995,12.1836731870001,"Uncertainty bounds: upper bound",21,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.1-Regional (SDG)","Northern America (M49)"
1996,10.652501057854,"Uncertainty bounds: lower bound",21,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.1-Regional (SDG)","Northern America (M49)"
1996,11.2990258954163,"Uncertainty bounds: mid-point",21,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.1-Regional (SDG)","Northern America (M49)"
1996,11.9419258762167,"Uncertainty bounds: upper bound",21,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.1-Regional (SDG)","Northern America (M49)"
1997,10.4970816651536,"Uncertainty bounds: lower bound",21,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.1-Regional (SDG)","Northern America (M49)"
1997,11.0130640531582,"Uncertainty bounds: mid-point",21,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.1-Regional (SDG)","Northern America (M49)"
1997,11.5373448870003,"Uncertainty bounds: upper bound",21,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.1-Regional (SDG)","Northern America (M49)"
1998,10.6158769988617,"Uncertainty bounds: lower bound",21,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.1-Regional (SDG)","Northern America (M49)"
1998,11.0220017149747,"Uncertainty bounds: mid-point",21,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.1-Regional (SDG)","Northern America (M49)"
1998,11.43981945567,"Uncertainty bounds: upper bound",21,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.1-Regional (SDG)","Northern America (M49)"
1999,11.0257581384439,"Uncertainty bounds: lower bound",21,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.1-Regional (SDG)","Northern America (M49)"
1999,11.3729906953844,"Uncertainty bounds: mid-point",21,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.1-Regional (SDG)","Northern America (M49)"
1999,11.7148886401653,"Uncertainty bounds: upper bound",21,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.1-Regional (SDG)","Northern America (M49)"
2000,11.3763574467432,"Uncertainty bounds: lower bound",21,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.1-Regional (SDG)","Northern America (M49)"
2000,11.6981585688735,"Uncertainty bounds: mid-point",21,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.1-Regional (SDG)","Northern America (M49)"
2000,12.0356041351503,"Uncertainty bounds: upper bound",21,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.1-Regional (SDG)","Northern America (M49)"
2001,12.1619835946125,"Uncertainty bounds: lower bound",21,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.1-Regional (SDG)","Northern America (M49)"
2001,12.4842460790949,"Uncertainty bounds: mid-point",21,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.1-Regional (SDG)","Northern America (M49)"
2001,12.8320838888537,"Uncertainty bounds: upper bound",21,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.1-Regional (SDG)","Northern America (M49)"
2002,12.3231639981984,"Uncertainty bounds: lower bound",21,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.1-Regional (SDG)","Northern America (M49)"
2002,12.6476858501795,"Uncertainty bounds: mid-point",21,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.1-Regional (SDG)","Northern America (M49)"
2002,12.9959206736947,"Uncertainty bounds: upper bound",21,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.1-Regional (SDG)","Northern America (M49)"
2003,12.6205614737053,"Uncertainty bounds: lower bound",21,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.1-Regional (SDG)","Northern America (M49)"
2003,12.950205812478,"Uncertainty bounds: mid-point",21,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.1-Regional (SDG)","Northern America (M49)"
2003,13.3011427055051,"Uncertainty bounds: upper bound",21,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.1-Regional (SDG)","Northern America (M49)"
2004,12.6068009785914,"Uncertainty bounds: lower bound",21,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.1-Regional (SDG)","Northern America (M49)"
2004,12.9363391686799,"Uncertainty bounds: mid-point",21,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.1-Regional (SDG)","Northern America (M49)"
2004,13.2918904890678,"Uncertainty bounds: upper bound",21,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.1-Regional (SDG)","Northern America (M49)"
2005,12.904429155662,"Uncertainty bounds: lower bound",21,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.1-Regional (SDG)","Northern America (M49)"
2005,13.2589925124177,"Uncertainty bounds: mid-point",21,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.1-Regional (SDG)","Northern America (M49)"
2005,13.614629693588,"Uncertainty bounds: upper bound",21,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.1-Regional (SDG)","Northern America (M49)"
2006,13.1369992590602,"Uncertainty bounds: lower bound",21,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.1-Regional (SDG)","Northern America (M49)"
2006,13.5138293641381,"Uncertainty bounds: mid-point",21,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.1-Regional (SDG)","Northern America (M49)"
2006,13.8848764527975,"Uncertainty bounds: upper bound",21,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.1-Regional (SDG)","Northern America (M49)"
2007,13.2324424055303,"Uncertainty bounds: lower bound",21,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.1-Regional (SDG)","Northern America (M49)"
2007,13.6048744501142,"Uncertainty bounds: mid-point",21,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.1-Regional (SDG)","Northern America (M49)"
2007,13.9786633464022,"Uncertainty bounds: upper bound",21,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.1-Regional (SDG)","Northern America (M49)"
2008,13.5529326919771,"Uncertainty bounds: lower bound",21,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.1-Regional (SDG)","Northern America (M49)"
2008,13.9274594681858,"Uncertainty bounds: mid-point",21,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.1-Regional (SDG)","Northern America (M49)"
2008,14.3160854921576,"Uncertainty bounds: upper bound",21,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.1-Regional (SDG)","Northern America (M49)"
2009,14.0945476824429,"Uncertainty bounds: lower bound",21,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.1-Regional (SDG)","Northern America (M49)"
2009,14.4843549026417,"Uncertainty bounds: mid-point",21,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.1-Regional (SDG)","Northern America (M49)"
2009,14.8911826582251,"Uncertainty bounds: upper bound",21,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.1-Regional (SDG)","Northern America (M49)"
2010,13.971234080772,"Uncertainty bounds: lower bound",21,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.1-Regional (SDG)","Northern America (M49)"
2010,14.3644142547667,"Uncertainty bounds: mid-point",21,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.1-Regional (SDG)","Northern America (M49)"
2010,14.775528443053,"Uncertainty bounds: upper bound",21,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.1-Regional (SDG)","Northern America (M49)"
2011,14.4866759882294,"Uncertainty bounds: lower bound",21,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.1-Regional (SDG)","Northern America (M49)"
2011,14.9073785109664,"Uncertainty bounds: mid-point",21,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.1-Regional (SDG)","Northern America (M49)"
2011,15.3448612556983,"Uncertainty bounds: upper bound",21,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.1-Regional (SDG)","Northern America (M49)"
2012,14.6965636002214,"Uncertainty bounds: lower bound",21,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.1-Regional (SDG)","Northern America (M49)"
2012,15.1556246564655,"Uncertainty bounds: mid-point",21,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.1-Regional (SDG)","Northern America (M49)"
2012,15.6220416049923,"Uncertainty bounds: upper bound",21,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.1-Regional (SDG)","Northern America (M49)"
2013,14.8748658898826,"Uncertainty bounds: lower bound",21,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.1-Regional (SDG)","Northern America (M49)"
2013,15.4658643821123,"Uncertainty bounds: mid-point",21,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.1-Regional (SDG)","Northern America (M49)"
2013,16.0673108511194,"Uncertainty bounds: upper bound",21,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.1-Regional (SDG)","Northern America (M49)"
2014,15.1190159642833,"Uncertainty bounds: lower bound",21,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.1-Regional (SDG)","Northern America (M49)"
2014,15.9403140899012,"Uncertainty bounds: mid-point",21,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.1-Regional (SDG)","Northern America (M49)"
2014,16.8155751563652,"Uncertainty bounds: upper bound",21,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.1-Regional (SDG)","Northern America (M49)"
2015,15.8306378227968,"Uncertainty bounds: lower bound",21,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.1-Regional (SDG)","Northern America (M49)"
2015,16.9535896248847,"Uncertainty bounds: mid-point",21,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.1-Regional (SDG)","Northern America (M49)"
2015,18.2470309723801,"Uncertainty bounds: upper bound",21,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.1-Regional (SDG)","Northern America (M49)"
2016,16.6190343754736,"Uncertainty bounds: lower bound",21,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.1-Regional (SDG)","Northern America (M49)"
2016,18.1240317577042,"Uncertainty bounds: mid-point",21,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.1-Regional (SDG)","Northern America (M49)"
2016,19.9321647272693,"Uncertainty bounds: upper bound",21,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.1-Regional (SDG)","Northern America (M49)"
2017,15.9926766527478,"Uncertainty bounds: lower bound",21,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.1-Regional (SDG)","Northern America (M49)"
2017,17.8331622870003,"Uncertainty bounds: mid-point",21,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.1-Regional (SDG)","Northern America (M49)"
2017,20.0372399861679,"Uncertainty bounds: upper bound",21,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.1-Regional (SDG)","Northern America (M49)"
1985,254.942311159531,"Uncertainty bounds: lower bound",29,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Caribbean (M49)"
